time_slot,user_count
521,66
522,67
523,32
524,39
525,28
526,20
527,18
528,8
529,4
530,6
531,4
532,7
533,15
534,47
535,130
536,119
537,89
538,79
539,79
540,85
541,88
542,83
543,81
544,82
545,114
546,143
547,92
548,75
549,46
550,27
551,21
552,10
553,3
554,4
555,4
556,5
557,15
558,57
559,121
560,142
561,87
562,82
563,78
564,89
565,72
566,92
567,76
568,89
569,110
570,148
571,110
572,77
573,64
574,37
575,21
576,8
577,3
578,9
579,1
580,7
581,10
582,60
583,119
584,141
585,76
586,86
587,70
588,73
589,84
590,76
591,65
592,75
593,133
594,140
595,101
596,61
597,49
598,47
599,27
600,11
601,12
602,6
603,8
604,4
605,15
606,47
607,130
608,126
609,81
610,97
611,75
612,86
613,76
614,68
615,92
616,82
617,125
618,131
619,98
620,83
621,49
622,49
623,21
624,10
625,8
626,5
627,8
628,8
629,25
630,37
631,130
632,113
633,79
634,72
635,86
636,86
637,95
638,87
639,97
640,93
641,147
642,199
643,135
644,99
645,64
646,45
647,43
648,11
649,7
650,7
651,5
652,7
653,11
654,22
655,45
656,49
657,89
658,84
659,70
660,75
661,72
662,67
663,71
664,79
665,92
666,74
667,59
668,53
669,45
670,27
671,17
672,6
673,10
674,4
675,7
676,10
677,7
678,26
679,37
680,52
681,84
682,75
683,67
684,81
685,85
686,69
687,77
688,84
689,68
690,68
691,55
692,44
693,37
694,27
695,18
696,5
697,5
698,3
699,3
700,5
701,17
702,21
703,39
704,48
705,56
706,61
707,53
708,62
709,62
710,61
711,79
712,69
713,70
714,72
715,58
716,42
717,33
718,15
719,12
720,6
721,5
722,14
723,9
724,6
725,15
726,57
727,144
728,133
729,76
730,71
731,80
732,73
733,84
734,68
735,83
736,71
737,108
738,116
739,86
740,75
741,46
742,34
743,19
744,9
745,11
746,7
747,8
748,5
749,16
750,49
751,122
752,139
753,70
754,79
755,76
756,81
757,86
758,84
759,69
760,78
761,131
762,152
763,97
764,61
765,58
766,42
767,22
768,10
769,3
770,3
771,9
772,6
773,16
774,35
775,135
776,127
777,79
778,87
779,78
780,80
781,78
782,74
783,74
784,85
785,108
786,136
787,91
788,94
789,55
790,23
791,23
792,9
793,5
794,5
795,5
796,5
797,21
798,46
799,110
800,118
801,98
802,86
803,85
804,81
805,97
806,79
807,78
808,88
809,135
810,154
811,117
812,101
813,87
814,48
815,41
816,12
817,7
818,4
819,4
820,9
821,18
822,43
823,79
824,79
825,78
826,66
827,78
828,89
829,92
830,84
831,94
832,98
833,79
834,80
835,62
836,63
837,49
838,45
839,23
840,7
841,8
842,4
843,7
844,7
845,15
846,19
847,45
848,61
849,52
850,61
851,82
852,68
853,76
854,78
855,79
856,80
857,73
858,71
859,50
860,42
861,37
862,31
863,11
864,6
865,4
866,6
867,5
868,8
869,16
870,39
871,110
872,127
873,80
874,76
875,82
876,79
877,76
878,78
879,83
880,81
881,113
882,131
883,108
884,78
885,59
886,50
887,20
888,14
889,8
890,7
891,9
892,9
893,20
894,20
895,48
896,59
897,51
898,66
899,63
900,50
901,68
902,74
903,71
904,57
905,68
906,77
907,54
908,48
909,45
910,23
911,20
912,6
913,9
914,4
915,8
916,8
917,12
918,55
919,141
920,140
921,95
922,68
923,77
924,101
925,85
926,84
927,71
928,82
929,120
930,160
931,97
932,77
933,61
934,33
935,24
936,8
937,9
938,6
939,7
940,10
941,15
942,45
943,138
944,110
945,86
946,83
947,90
948,81
949,75
950,64
951,65
952,85
953,110
954,135
955,112
956,84
957,54
958,33
959,11
960,9
961,6
962,6
963,6
964,7
965,16
966,33
967,124
968,120
969,86
970,78
971,74
972,75
973,66
974,76
975,82
976,96
977,116
978,159
979,141
980,102
981,73
982,55
983,31
984,12
985,13
986,6
987,5
988,4
989,19
990,21
991,60
992,60
993,85
994,74
995,84
996,79
997,84
998,91
999,79
1000,84
1001,104
1002,73
1003,66
1004,62
1005,48
1006,32
1007,32
1008,7
1009,8
1010,10
1011,6
1012,7
1013,10
1014,13
1015,38
1016,52
1017,70
1018,53
1019,69
1020,69
1021,68
1022,63
1023,73
1024,74
1025,66
1026,67
1027,50
1028,32
1029,28
1030,25
1031,15
1032,8
1033,4
1034,10
1035,6
1036,7
1037,22
1038,42
1039,123
1040,126
1041,71
1042,83
1043,85
1044,85
1045,86
1046,69
1047,101
1048,85
1049,109
1050,125
1051,104
1052,86
1053,64
1054,26
1055,18
1056,10
1057,10
1058,4
1059,2
1060,4
1061,15
1062,43
1063,124
1064,123
1065,64
1066,71
1067,61
1068,70
1069,77
1070,76
1071,84
1072,77
1073,108
1074,132
1075,86
1076,68
1077,65
1078,33
1079,19
1080,6
1081,5
1082,6
1083,5
1084,8
1085,13
1086,45
1087,131
1088,104
1089,84
1090,81
1091,64
1092,84
1093,65
1094,75
1095,77
1096,75
1097,104
1098,138
1099,100
1100,60
1101,54
1102,46
1103,23
1104,11
1105,8
1106,9
1107,9
1108,11
1109,22
1110,42
1111,130
1112,117
1113,93
1114,76
1115,67
1116,81
1117,70
1118,75
1119,80
1120,80
1121,119
1122,137
1123,106
1124,71
1125,71
1126,39
1127,19
1128,7
1129,10
1130,4
1131,5
1132,7
1133,17
1134,51
1135,143
1136,126
1137,81
1138,76
1139,71
1140,96
1141,71
1142,71
1143,79
1144,94
1145,126
1146,154
1147,128
1148,93
1149,69
1150,50
1151,35
1152,9
1153,8
1154,11
1155,8
1156,12
1157,20
1158,39
1159,54
1160,52
1161,58
1162,65
1163,76
1164,71
1165,71
1166,69
1167,73
1168,73
1169,75
1170,54
1171,78
1172,59
1173,51
1174,38
1175,26
1176,14
1177,7
1178,8
1179,6
1180,9
1181,14
1182,33
1183,41
1184,60
1185,64
1186,51
1187,56
1188,70
1189,76
1190,68
1191,70
1192,72
1193,80
1194,78
1195,55
1196,36
1197,37
1198,21
1199,17
1200,3
1201,5
1202,5
1203,3
1204,9
1205,11
1206,28
1207,46
1208,48
1209,53
1210,51
1211,55
1212,64
1213,68
1214,71
1215,74
1216,60
1217,77
1218,71
1219,51
1220,46
1221,30
1222,12
1223,10
1224,4
1225,5
1226,5
1227,9
1228,5
1229,18
1230,39
1231,135
1232,149
1233,76
1234,62
1235,76
1236,70
1237,60
1238,80
1239,73
1240,83
1241,114
1242,142
1243,85
1244,67
1245,73
1246,37
1247,25
1248,8
1249,5
1250,4
1251,6
1252,7
1253,13
1254,47
1255,139
1256,129
1257,60
1258,67
1259,82
1260,79
1261,78
1262,71
1263,77
1264,84
1265,104
1266,148
1267,113
1268,83
1269,50
1270,37
1271,23
1272,10
1273,8
1274,6
1275,8
1276,6
1277,20
1278,56
1279,145
1280,123
1281,89
1282,77
1283,77
1284,78
1285,75
1286,72
1287,89
1288,91
1289,124
1290,125
1291,92
1292,59
1293,62
1294,38
1295,18
1296,12
1297,11
1298,5
1299,4
1300,12
1301,25
1302,52
1303,143
1304,127
1305,66
1306,73
1307,76
1308,68
1309,66
1310,68
1311,84
1312,91
1313,135
1314,146
1315,119
1316,78
1317,70
1318,58
1319,35
1320,17
1321,9
1322,6
1323,9
1324,8
1325,17
1326,42
1327,59
1328,66
1329,68
1330,77
1331,78
1332,84
1333,85
1334,67
1335,86
1336,86
1337,99
1338,93
1339,72
1340,50
1341,54
1342,31
1343,23
1344,16
1345,13
1346,7
1347,8
1348,7
1349,16
1350,18
1351,40
1352,63
1353,60
1354,75
1355,66
1356,75
1357,72
1358,66
1359,71
1360,83
1361,68
1362,70
1363,60
1364,40
1365,38
1366,20
1367,13
1368,8
1369,9
1370,9
1371,8
1372,9
1373,15
1374,56
1375,151
1376,136
1377,97
1378,85
1379,74
1380,81
1381,92
1382,90
1383,79
1384,82
1385,144
1386,146
1387,105
1388,66
1389,53
1390,29
1391,18
1392,7
1393,5
1394,8
1395,6
1396,5
1397,23
1398,42
1399,127
1400,138
1401,74
1402,65
1403,74
1404,71
1405,70
1406,63
1407,81
1408,98
1409,117
1410,121
1411,100
1412,76
1413,49
1414,33
1415,20
1416,7
1417,7
1418,4
1419,4
1420,7
1421,11
1422,39
1423,113
1424,114
1425,91
1426,98
1427,88
1428,71
1429,87
1430,78
1431,80
1432,76
1433,141
1434,167
1435,90
1436,77
1437,56
1438,34
1439,18
1440,9
1441,3
1442,3
1443,5
1444,6
1445,14
1446,43
1447,145
1448,138
1449,81
1450,83
1451,82
1452,81
1453,84
1454,85
1455,83
1456,86
1457,121
1458,165
1459,98
1460,80
1461,73
1462,43
1463,17
1464,11
1465,8
1466,7
1467,4
1468,7
1469,13
1470,41
1471,142
1472,140
1473,70
1474,86
1475,66
1476,77
1477,94
1478,92
1479,81
1480,85
1481,147
1482,151
1483,105
1484,72
1485,58
1486,70
1487,37
1488,9
1489,4
1490,4
1491,4
1492,11
1493,15
1494,24
1495,53
1496,71
1497,69
1498,83
1499,80
1500,70
1501,71
1502,96
1503,66
1504,85
1505,94
1506,78
1507,62
1508,63
1509,64
1510,41
1511,32
1512,18
1513,11
1514,6
1515,6
1516,9
1517,17
1518,23
1519,42
1520,56
1521,61
1522,46
1523,77
1524,81
1525,71
1526,77
1527,93
1528,88
1529,81
1530,67
1531,47
1532,35
1533,36
1534,27
1535,21
1536,11
1537,8
1538,5
1539,7
1540,12
1541,21
1542,52
1543,126
1544,123
1545,108
1546,85
1547,75
1548,87
1549,93
1550,78
1551,83
1552,87
1553,121
1554,134
1555,120
1556,78
1557,63
1558,26
1559,14
1560,7
1561,8
1562,7
1563,5
1564,10
1565,21
1566,47
1567,135
1568,135
1569,80
1570,66
1571,65
1572,83
1573,71
1574,86
1575,86
1576,83
1577,120
1578,149
1579,88
1580,100
1581,58
1582,37
1583,17
1584,6
1585,8
1586,7
1587,8
1588,9
1589,18
1590,54
1591,158
1592,126
1593,91
1594,73
1595,88
1596,88
1597,88
1598,95
1599,80
1600,106
1601,133
1602,150
1603,96
1604,93
1605,58
1606,45
1607,19
1608,10
1609,7
1610,11
1611,7
1612,12
1613,15
1614,49
1615,137
1616,140
1617,99
1618,77
1619,86
1620,93
1621,88
1622,68
1623,85
1624,88
1625,134
1626,142
1627,113
1628,80
1629,77
1630,43
1631,19
1632,8
1633,6
1634,7
1635,4
1636,12
1637,15
1638,50
1639,125
1640,119
1641,71
1642,83
1643,85
1644,96
1645,75
1646,63
1647,78
1648,84
1649,127
1650,143
1651,127
1652,81
1653,80
1654,50
1655,39
1656,16
1657,6
1658,5
1659,10
1660,11
1661,11
1662,28
1663,64
1664,70
1665,90
1666,87
1667,87
1668,87
1669,75
1670,67
1671,83
1672,111
1673,106
1674,97
1675,59
1676,66
1677,50
1678,44
1679,34
1680,10
1681,9
1682,14
1683,13
1684,14
1685,18
1686,25
1687,40
1688,48
1689,64
1690,68
1691,62
1692,81
1693,82
1694,70
1695,70
1696,80
1697,61
1698,50
1699,55
1700,43
1701,40
1702,23
1703,17
1704,6
1705,7
1706,5
1707,3
1708,6
1709,11
1710,47
1711,122
1712,132
1713,74
1714,95
1715,70
1716,83
1717,62
1718,66
1719,68
1720,88
1721,117
1722,143
1723,102
1724,82
1725,51
1726,33
1727,17
1728,13
1729,5
1730,3
1731,5
1732,6
1733,9
1734,44
1735,135
1736,116
1737,72
1738,78
1739,89
1740,85
1741,82
1742,65
1743,68
1744,82
1745,115
1746,126
1747,105
1748,71
1749,60
1750,33
1751,26
1752,11
1753,10
1754,11
1755,5
1756,11
1757,9
1758,54
1759,126
1760,137
1761,71
1762,82
1763,71
1764,74
1765,76
1766,76
1767,62
1768,93
1769,119
1770,124
1771,88
1772,76
1773,55
1774,27
1775,30
1776,8
1777,4
1778,3
1779,4
1780,7
1781,14
1782,37
1783,134
1784,107
1785,67
1786,62
1787,70
1788,85
1789,85
1790,74
1791,78
1792,82
1793,125
1794,143
1795,108
1796,76
1797,60
1798,26
1799,24
