time_slot,user_count
249,61
250,59
251,62
252,88
253,57
254,50
255,58
256,69
257,81
258,92
259,75
260,60
261,41
262,38
263,36
264,24
265,11
266,7
267,8
268,6
269,4
270,12
271,44
272,66
273,66
274,57
275,67
276,85
277,70
278,66
279,68
280,61
281,92
282,91
283,76
284,70
285,44
286,37
287,33
288,16
289,20
290,10
291,7
292,6
293,7
294,9
295,46
296,52
297,60
298,62
299,64
300,90
301,63
302,77
303,62
304,62
305,122
306,150
307,112
308,99
309,96
310,66
311,52
312,28
313,24
314,16
315,13
316,10
317,7
318,6
319,11
320,25
321,32
322,46
323,54
324,61
325,68
326,74
327,73
328,60
329,83
330,101
331,77
332,87
333,72
334,55
335,53
336,24
337,32
338,18
339,12
340,4
341,8
342,7
343,11
344,15
345,25
346,33
347,45
348,68
349,68
350,74
351,68
352,58
353,66
354,45
355,33
356,20
357,25
358,27
359,11
360,6
361,12
362,5
363,6
364,2
365,7
366,12
367,29
368,71
369,73
370,64
371,71
372,92
373,84
374,68
375,64
376,50
377,94
378,86
379,89
380,56
381,51
382,29
383,29
384,20
385,17
386,10
387,8
388,5
389,8
390,8
391,36
392,84
393,68
394,64
395,75
396,74
397,59
398,66
399,57
400,51
401,82
402,101
403,74
404,54
405,39
406,33
407,29
408,18
409,12
410,16
411,13
412,6
413,7
414,14
415,33
416,68
417,54
418,60
419,69
420,83
421,58
422,54
423,49
424,50
425,90
426,96
427,72
428,63
429,44
430,38
431,25
432,18
433,22
434,12
435,6
436,7
437,5
438,11
439,35
440,75
441,70
442,50
443,63
444,83
445,67
446,64
447,66
448,76
449,92
450,102
451,63
452,57
453,45
454,48
455,29
456,23
457,18
458,14
459,9
460,6
461,3
462,11
463,38
464,73
465,75
466,71
467,66
468,79
469,71
470,58
471,67
472,82
473,100
474,128
475,109
476,86
477,62
478,63
479,43
480,41
481,29
482,30
483,15
484,13
485,9
486,8
487,20
488,24
489,38
490,51
491,62
492,66
493,76
494,68
495,75
496,61
497,111
498,89
499,97
500,62
501,65
502,52
503,44
504,39
505,22
506,20
507,14
508,13
509,12
510,10
511,12
512,15
513,24
514,47
515,56
516,54
517,68
518,55
519,66
520,58
521,47
522,48
523,41
524,30
525,20
526,17
527,13
528,13
529,3
530,4
531,3
532,1
533,2
534,10
535,36
536,66
537,61
538,54
539,64
540,66
541,80
542,55
543,56
544,64
545,95
546,90
547,61
548,35
549,35
550,21
551,23
552,27
553,14
554,8
555,4
556,7
557,2
558,14
559,38
560,64
561,57
562,66
563,72
564,96
565,84
566,75
567,52
568,62
569,88
570,91
571,68
572,62
573,40
574,31
575,26
576,19
577,16
578,13
579,9
580,7
581,5
582,12
583,27
584,58
585,57
586,52
587,57
588,81
589,66
590,70
591,65
592,58
593,104
594,94
595,60
596,47
597,52
598,37
599,30
600,20
601,22
602,14
603,10
604,10
605,3
606,14
607,32
608,70
609,57
610,62
611,60
612,96
613,88
614,69
615,70
616,64
617,85
618,94
619,63
620,65
621,44
622,47
623,22
624,22
625,15
626,10
627,15
628,9
629,4
630,12
631,33
632,45
633,51
634,62
635,66
636,85
637,66
638,74
639,67
640,55
641,86
642,90
643,85
644,80
645,71
646,48
647,43
648,18
649,20
650,22
651,14
652,10
653,10
654,9
655,16
656,23
657,48
658,61
659,68
660,68
661,93
662,75
663,64
664,72
665,92
666,97
667,80
668,68
669,50
670,58
671,47
672,35
673,32
674,15
675,14
676,9
677,3
678,12
679,14
680,12
681,44
682,60
683,65
684,68
685,74
686,83
687,65
688,60
689,67
690,59
691,51
692,41
693,32
694,28
695,13
696,21
697,14
698,7
699,15
700,6
701,4
702,6
703,15
704,22
705,28
706,36
707,70
708,68
709,90
710,69
711,62
712,61
713,43
714,38
715,37
716,29
717,21
718,20
719,11
720,7
721,4
722,3
723,5
724,8
725,7
726,8
727,29
728,63
729,63
730,59
731,71
732,107
733,74
734,81
735,71
736,61
737,75
738,73
739,64
740,35
741,31
742,32
743,16
744,21
745,15
746,7
747,10
748,5
749,8
750,11
751,32
752,62
753,56
754,53
755,69
756,85
757,62
758,67
759,64
760,43
761,93
762,80
763,58
764,65
765,56
766,29
767,32
768,26
769,11
770,14
771,11
772,10
773,6
774,9
775,28
776,52
777,64
778,68
779,68
780,99
781,77
782,64
783,78
784,52
785,85
786,88
787,67
788,53
789,30
790,48
791,26
792,17
793,23
794,15
795,20
796,7
797,6
798,10
799,30
800,49
801,48
802,64
803,62
804,80
805,68
806,67
807,72
808,65
809,100
810,145
811,91
812,77
813,80
814,60
815,55
816,27
817,26
818,21
819,20
820,10
821,2
822,5
823,15
824,25
825,37
826,50
827,54
828,70
829,48
830,74
831,63
832,72
833,96
834,91
835,71
836,63
837,68
838,64
839,43
840,31
841,26
842,19
843,17
844,9
845,6
846,10
847,14
848,18
849,21
850,38
851,59
852,57
853,65
854,67
855,65
856,74
857,56
858,49
859,38
860,24
861,29
862,22
863,19
864,6
865,7
866,4
868,7
869,5
870,11
871,34
872,68
873,56
874,63
875,68
876,77
877,72
878,68
879,55
880,56
881,78
882,107
883,80
884,85
885,59
886,58
887,45
888,44
889,16
890,15
891,15
892,7
893,8
894,5
895,14
896,28
897,29
898,41
899,53
900,75
901,81
902,77
903,67
904,61
905,59
906,40
907,36
908,33
909,29
910,25
911,17
912,12
913,5
914,6
915,9
916,3
917,5
918,6
919,34
920,69
921,56
922,66
923,70
924,92
925,62
926,45
927,62
928,59
929,86
930,85
931,70
932,50
933,48
934,37
935,29
936,14
937,22
938,12
939,12
940,8
941,6
942,8
943,37
944,71
945,59
946,61
947,73
948,71
949,82
950,67
951,59
952,57
953,73
954,84
955,54
956,63
957,48
958,35
959,25
960,20
961,15
962,8
963,12
964,11
965,11
966,15
967,46
968,55
969,60
970,65
971,77
972,90
973,68
974,57
975,61
976,60
977,102
978,128
979,106
980,92
981,86
982,77
983,44
984,37
985,39
986,20
987,18
988,12
989,8
990,14
991,19
992,24
993,28
994,53
995,67
996,67
997,82
998,68
999,84
1000,73
1001,103
1002,87
1003,97
1004,81
1005,65
1006,65
1007,46
1008,38
1009,32
1010,31
1011,18
1012,13
1013,8
1014,11
1015,8
1016,14
1017,22
1018,30
1019,56
1020,63
1021,78
1022,76
1023,75
1024,85
1025,63
1026,52
1027,30
1028,36
1029,24
1030,18
1031,18
1032,15
1033,7
1034,8
1035,5
1036,9
1037,6
1038,7
1039,40
1040,76
1041,59
1042,62
1043,64
1044,97
1045,69
1046,70
1047,52
1048,74
1049,81
1050,78
1051,65
1052,52
1053,39
1054,37
1055,27
1056,12
1057,11
1058,10
1059,4
1060,13
1061,12
1062,13
1063,37
1064,54
1065,50
1066,44
1067,55
1068,77
1069,51
1070,61
1071,48
1072,54
1073,75
1074,85
1075,85
1076,64
1077,48
1078,38
1079,23
1080,18
1081,22
1082,15
1083,12
1084,8
1085,4
1086,14
1087,42
1088,69
1089,50
1090,53
1091,67
1092,70
1093,54
1094,60
1095,49
1096,47
1097,90
1098,104
1099,72
1100,53
1101,44
1102,35
1103,25
1104,19
1105,24
1106,24
1107,12
1108,5
1109,9
1110,10
1111,39
1112,86
1113,60
1114,68
1115,61
1116,83
1117,69
1118,68
1119,53
1120,62
1121,77
1122,83
1123,62
1124,65
1125,51
1126,56
1127,26
1128,18
1129,20
1130,14
1131,10
1132,14
1133,9
1134,13
1135,39
1136,65
1137,61
1138,55
1139,88
1140,97
1141,78
1142,79
1143,68
1144,75
1145,89
1146,102
1147,92
1148,87
1149,71
1150,56
1151,53
1152,36
1153,32
1154,21
1155,16
1156,9
1157,7
1158,17
1159,17
1160,18
1161,53
1162,53
1163,56
1164,63
1165,80
1166,74
1167,60
1168,62
1169,92
1170,83
1171,76
1172,72
1173,62
1174,60
1175,43
1176,25
1177,18
1178,18
1179,11
1180,12
1181,6
1182,9
1183,9
1184,27
1185,30
1186,33
1187,59
1188,64
1189,69
1190,64
1191,59
1192,53
1193,61
1194,68
1195,57
1196,44
1197,35
1198,22
1199,29
1200,15
1201,16
1202,13
1203,7
1204,7
1205,4
1206,11
1207,11
1208,18
1209,37
1210,51
1211,60
1212,79
1213,75
1214,59
1215,66
1216,54
1217,48
1218,31
1219,34
1220,30
1221,19
1222,18
1223,10
1224,8
1225,4
1226,7
1227,6
1228,6
1229,6
1230,3
1231,39
1232,60
1233,66
1234,60
1235,67
1236,86
1237,78
1238,65
1239,59
1240,59
1241,82
1242,83
1243,61
1244,54
1245,38
1246,29
1247,28
1248,16
1249,16
1250,10
1251,10
1252,6
1253,7
1254,11
1255,32
1256,67
1257,65
1258,54
1259,61
1260,79
1261,86
1262,62
1263,60
1264,62
1265,85
1266,90
1267,71
1268,46
1269,44
1270,36
1271,26
1272,23
1273,12
1274,9
1275,9
1276,7
1277,9
1278,10
1279,24
1280,76
1281,50
1282,69
1283,58
1284,92
1285,73
1286,60
1287,69
1288,63
1289,71
1290,102
1291,73
1292,48
1293,38
1294,36
1295,21
1296,17
1297,23
1298,11
1299,8
1300,3
1301,8
1302,8
1303,31
1304,69
1305,63
1306,65
1307,57
1308,72
1309,59
1310,70
1311,61
1312,51
1313,98
1314,112
1315,70
1316,57
1317,68
1318,51
1319,52
1320,40
1321,21
1322,22
1323,12
1324,15
1325,6
1326,12
1327,13
1328,26
1329,46
1330,41
1331,70
1332,61
1333,84
1334,77
1335,83
1336,84
1337,98
1338,102
1339,80
1340,73
1341,68
1342,40
1343,42
1344,33
1345,24
1346,17
1347,10
1348,9
1349,8
1350,17
1351,13
1352,16
1353,27
1354,54
1355,58
1356,88
1357,78
1358,60
1359,77
1360,68
1361,56
1362,56
1363,48
1364,18
1365,22
1366,20
1367,15
1368,9
1369,5
1370,5
1371,1
1372,5
1373,6
1374,13
1375,41
1376,54
1377,65
1378,63
1379,81
1380,96
1381,65
1382,74
1383,75
1384,65
1385,84
1386,96
1387,75
1388,56
1389,50
1390,22
1391,37
1392,19
1393,21
1394,18
1395,10
1396,8
1397,14
1398,10
1399,33
1400,66
1401,70
1402,47
1403,59
1404,93
1405,66
1406,48
1407,52
1408,50
1409,81
1410,79
1411,62
1412,61
1413,55
1414,38
1415,27
1416,21
1417,11
1418,19
1419,13
1420,4
1421,5
1422,15
1423,32
1424,52
1425,55
1426,49
1427,59
1428,87
1429,69
1430,66
1431,62
1432,60
1433,87
1434,107
1435,71
1436,37
1437,48
1438,32
1439,31
1440,21
1441,12
1442,10
1443,9
1444,10
1445,6
1446,8
1447,35
1448,70
1449,70
1450,66
1451,67
1452,81
1453,61
1454,65
1455,63
1456,64
1457,88
1458,98
1459,67
1460,63
1461,48
1462,41
1463,29
1464,14
1465,15
1466,12
1467,6
1468,6
1469,5
1470,5
1471,35
1472,70
1473,59
1474,72
1475,63
1476,96
1477,82
1478,73
1479,54
1480,77
1481,111
1482,128
1483,100
1484,84
1485,68
1486,73
1487,50
1488,39
1489,16
1490,21
1491,13
1492,12
1493,10
1494,8
1495,10
1496,29
1497,40
1498,60
1499,69
1500,77
1501,87
1502,99
1503,68
1504,92
1505,112
1506,103
1507,84
1508,87
1509,80
1510,74
1511,51
1512,47
1513,30
1514,24
1515,18
1516,13
1517,6
1518,12
1519,8
1520,18
1521,19
1522,51
1523,51
1524,63
1525,74
1526,69
1527,58
1528,68
1529,51
1530,59
1531,35
1532,32
1533,30
1534,13
1535,9
1536,6
1537,5
1538,7
1539,4
1540,6
1541,7
1542,12
1543,31
1544,72
1545,54
1546,67
1547,62
1548,85
1549,73
1550,73
1551,76
1552,62
1553,87
1554,117
1555,90
1556,79
1557,68
1558,32
1559,32
1560,22
1561,20
1562,15
1563,7
1564,9
1565,8
1566,12
1567,40
1568,80
1569,62
1570,60
1571,77
1572,88
1573,104
1574,76
1575,71
1576,54
1577,95
1578,122
1579,91
1580,85
1581,65
1582,40
1583,33
1584,18
1585,16
1586,12
1587,8
1588,10
1589,10
1590,15
1591,34
1592,54
1593,68
1594,57
1595,74
1596,92
1597,67
1598,69
1599,68
1600,75
1601,125
1602,154
1603,133
1604,99
1605,82
1606,39
1607,24
1608,20
1609,18
1610,18
1611,11
1612,11
1613,7
1614,12
1615,32
1616,76
1617,57
1618,57
1619,62
1620,101
1621,73
1622,67
1623,59
1624,52
1625,82
1626,105
1627,62
1628,65
1629,53
1630,45
1631,16
1632,17
1633,21
1634,14
1635,10
1636,4
1637,4
1638,17
1639,40
1640,42
1641,55
1642,57
1643,65
1644,86
1645,75
1646,70
1647,66
1648,84
1649,112
1650,135
1651,105
1652,85
1653,69
1654,66
1655,69
1656,35
1657,43
1658,14
1659,15
1660,11
1661,11
1662,5
1663,7
1664,23
1665,30
1666,40
1667,49
1668,66
1669,60
1670,75
1671,70
1672,72
1673,105
1674,106
1675,64
1676,73
1677,52
1678,53
1679,31
1680,23
1681,19
1682,15
1683,12
1684,6
1685,9
1686,6
1687,7
1688,19
1689,37
1690,45
1691,47
1692,69
1693,60
1694,77
1695,67
1696,61
1697,61
1698,40
1699,33
1700,29
1701,25
1702,15
1703,12
1704,14
1705,8
1706,6
1707,1
1708,6
1709,5
1710,10
1711,34
1712,64
1713,52
1714,57
1715,64
1716,84
1717,55
1718,67
1719,66
1720,60
1721,91
1722,84
1723,54
1724,60
1725,39
1726,36
1727,26
1728,18
1729,15
1730,14
1731,6
1732,3
1733,9
1734,13
1735,42
1736,68
1737,66
1738,78
1739,73
1740,82
1741,53
1742,51
1743,54
1744,48
1745,102
1746,105
1747,75
1748,58
1749,67
1750,52
1751,31
1752,15
1753,17
1754,11
1755,9
1756,5
1757,7
1758,11
1759,46
1760,54
1761,47
1762,42
1763,67
1764,93
1765,68
1766,64
1767,73
1768,74
1769,92
1770,94
1771,59
1772,42
1773,50
1774,30
1775,14
1776,22
1777,19
1778,7
1779,13
1780,5
1781,6
1782,9
1783,35
1784,54
1785,64
1786,60
1787,75
1788,89
1789,70
1790,60
1791,65
1792,46
1793,95
1794,90
1795,77
1796,45
1797,58
1798,38
1799,35
